SMILES,RDL_score,QED,STEP,TERMINATED
CC(C)C[C@@H](C=O)C(=O)[C@@H](NC(C)c1cccc2c1nc(OC(C)(N)/C=C/C=O)c1ccc(Cc3ccc4c(c3)OCO4)cc12)[C@@H](C)O,0.24, 0.05040680372414634),6950,TRUE
N[C@H](C(=O)C=O)C(c1ccc([N+](=O)[O-])cc1)c1cc2ccccc2s1,0.24, 0.3170707652024851),6957,TRUE
CCC(Nc1cc(O)c(O)cc1N([C@@H](CCC(=O)O)C(=O)C(F)(F)F)C(C)(N)/C=C/C=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.02846807333325505),6964,TRUE
C[C@@H](O)[C@@H](C=O)NC(=O)/C=C/C(C)(N)c1cc(=O)c2c(O)c(-c3ccc([SH](=O)=O)nc3)c(O)cc2o1,0.24, 0.13328156100359595),6971,TRUE
CC(/C=C/C=O)(Nc1ccc(C=O)s1)N[C@H](C=O)CC(C=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.11699460434398154),6978,TRUE
CSC(C)(N)/C=C/C(=O)N[C@@H](CC(Oc1nc2ccccc2c2ccccc12)C(N)=O)C(=O)C(F)(F)F,0.24, 0.20632555223424956),6985,TRUE
Cc1cccc2c(OC(Oc3nc4ccccc4c4ccccc34)([C@H](N)C(=O)C=O)[C@H]3C(C[C@@H](N)CC=O)OC(=O)C3C)ccnc12,0.24, 0.06679900811798983),6992,TRUE
C[C@H](N)[C@H](O)C(NC(C)(/C=C/C=O)Oc1ccccc1)Oc1nc2ccccc2c2cccc(N[C@H]3c4ccccc4C[C@H]3O)c12,0.24, 0.056518399985162074),6999,TRUE
CC(/C=C/C=O)NC(=O)C(OC[C@@H](N)C(=O)Oc1nc2ccccc2c2cccc(N[C@@H](C)[C@@H](O)C[C@H](C)N)c12)C(C)C,0.24, 0.07613066730948792),7006,TRUE
CC(C)C[C@@H](C=O)NC(=O)/C=C/C(C)(N)Oc1nc2cc(C(F)(F)C(=O)c3ccco3)ccc2c2cc([C@H]3CO3)ccc12,0.24, 0.056066569586632954),7013,TRUE
[H]N[C@@H](C)C(=O)C(=O)Oc1nc2ccc([H])cc2c2ccccc12,0.24, 0.45474966002437955),7020,TRUE
C[C@H](NCC=O)C(=O)C(=O)N[C@H](C=O)CC(CCN)(NS(=O)(=O)c1ccccn1)Oc1nc2ccccc2c2ccccc12,0.24, 0.06029792350487979),7027,TRUE
C[C@@H](CC(C=O)n1ccnn1)N(c1cc(O)ccc1Oc1nc2ccccc2c2ccccc12)C(C)(N)/C=C/C=O,0.24, 0.1014588729594052),7034,TRUE
[H]C(=O)C(=O)[C@H](Cc1cc(N)c(Cl)cc1Cl)N[H],0.24, 0.4842858957801904),7041,TRUE
CC(/C=C/C=O)(NC(=O)[C@@H](N)[C@H](O)Cc1ccc2[nH]c(C=O)c(CC=O)c2c1)Oc1nc2ccccc2c2ccccc12,0.24, 0.0757800311789305),7055,TRUE
CC(/C=C/C=O)N(C(=O)CC[C@H](N)C(=O)C(F)(F)F)C(=O)c1cc2c(OC(C)(C)C)c(Cl)ccc2[nH]1,0.24, 0.3676336113623991),7062,TRUE
Cc1noc(NC2(S(=O)(=O)N(c3c(O)c(Cl)cc(Cl)c3Cl)C(C)(N)/C=C/C=O)CC2)c1[N+](=O)[O-],0.24, 0.1030732030616786),7069,TRUE
N[C@H](C(=O)C(=O)Oc1cncc(Br)c1)C(NCC=O)c1ccccc1F,0.24, 0.37356920957606293),7083,TRUE
CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)C(=O)N[C@H](C(=O)Oc1nc2ccccc2c2ccccc12)[C@H](C)O,0.24, 0.1824523856803694),7090,TRUE
C[C@@H](C=O)Nc1ccc2c(OC(C)(N)/C=C/C(=O)O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)nc3ccccc3c2c1,0.24, 0.09446150790099885),7111,TRUE
CC(C)C[C@H](NC(C)(/C=C/C=O)NC(=O)c1cc2c(O)c(-c3ccc4[nH]ccc4c3)ccc2[nH]1)B(O)O,0.24, 0.07659885158232238),7118,TRUE
CC/C=C/C(=O)N(C(=O)C(=O)[C@H](C)NCc1ccccc1)[C@H](C=O)[C@@H](O)Cc1c(-c2cccs2)[nH]c2ccccc12,0.24, 0.12407025579510626),7125,TRUE
C[C@H](N)C(=O)C(=O)Nc1cc(Oc2nc3ccccc3c3ccccc23)c(Cl)c(Sc2ccccc2)c1,0.24, 0.17763085186831973),7139,TRUE
C[C@H](N)C(=O)C(=O)N1C[C@H]2[C@@H](C1c1sc(C(=O)[C@H](C)N)nc1Oc1nc3ccccc3c3ccccc13)C2(C)C,0.24, 0.1952618306261365),7153,TRUE
C#CC[C@H](N)C(=O)N([C@H](C=O)[C@@H](C)O)C(C)(C)c1ccc2c(OC(C)(N)/C=C/C=O)nc3ccccc3c2c1,0.24, 0.11259638566613643),7160,TRUE
CC[C@@H](C)[C@@H](C=O)NC(C)(N)/C=C/C(=O)Oc1nc2ccccc2c2cc(Oc3ccnc4c(C)cccc34)ccc12,0.24, 0.06625157080417016),7167,TRUE
C[C@@H](C=O)NC(CC(C[C@@H](C=O)NC(C)(/C=C/C=O)O[Na])Oc1nc2ccccc2c2ccccc12)c1cccnn1,0.24, 0.06717364931656915),7174,TRUE
[H]N[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2cccc(NS(=O)(=O)c3cccc(-c4ccc([N+](=O)[O-])cc4)n3)c12,0.24, 0.090725193794616),7181,TRUE
C[C@H](N)C(=O)C(=O)N[C@H](C(=O)Oc1nc2ccccc2c2cccc(N(c3cc(F)c(F)cc3F)[C@@H](C)[C@@H](C)O)c12)[C@@H](C)O,0.24, 0.09129591416825757),7195,TRUE
Cc1cccc2c(-c3c(O)cc4oc(CC5(S(=O)(=O)NC(C)(N)/C=C/C=O)CC5)c(O)c(=O)c4c3O)ccnc12,0.24, 0.1204602198125583),7202,TRUE
[H]Nc1cc(O)c(Cl)c(Cl)c1-c1cc(C[C@H](N)C(=O)C=O)oc1C(C)=O,0.24, 0.30049427789720895),7209,TRUE
CC(=O)C(=O)C(NC(C)[C@H](N)C(=O)N(C(=O)C(=O)[C@@H](N)Cc1ccc(N)cc1)C(C)(C)C(C)c1ccc(F)cc1Cl)[C@@H](C)O,0.24, 0.15049544927311234),7216,TRUE
CC(C)C(Oc1nc2ccccc2c2c(-c3cccc(/C=C/C=O)c3)cccc12)[C@H](N)C(=O)NC(C)(/C=C/C=O)O[Na],0.24, 0.08298104462521368),7223,TRUE
N[C@@H](Cc1cncc(Br)c1C[C@H](N)C(=O)C(F)(F)F)C(=O)C(=O)Nc1ccccc1,0.24, 0.4886151279180979),7230,TRUE
CC(C=O)NC(=O)/C=C/C(C)(N)OC[C@H]1C(Oc2nc3ccccc3c3ccccc23)OC(=O)C1(C)c1cccc(N)c1,0.24, 0.06327461691962032),7237,TRUE
Cc1csc(-c2cccc3c2nc(OC(=O)C(=O)[C@H](C)N)c2c(Nc4cccc(-c5c(C)noc5C)c4)cccc23)n1,0.24, 0.12137651369722967),7244,TRUE
CC(C)C[C@@H](C(=O)NC(C)/C=C/C(=O)N(C(=O)[C@H](CO)C(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)C(=O)c1nccs1)C(=O)[C@@H](N)[C@@H](C)O,0.24, 0.0690384668113364),7251,TRUE
CC(=O)[C@H](CCC(=O)O)N(C(=O)C(=O)[C@H](C)N)c1cc(Nc2cc(Cl)cc(Cl)c2)ccc1N,0.24, 0.2887556679582168),7258,TRUE
CC(/C=C/C=O)NC[C@H]1O[C@H](C)C[C@H]2C(O[C@@H]3COC(N[C@@H](C)/C=C/C=O)C3)C(c3ccc(/C=C/C=O)cc3)CC[C@H]12,0.24, 0.250802637565343),7265,TRUE
Cc1cccc(C)c1C[C@H](NC(=O)[C@H](CC(C)C)C(=O)[C@@H](N)[C@H](O)CC1CCC1)C(=O)C(=O)Nc1ccccc1,0.24, 0.20962124882172836),7272,TRUE
CCc1c(CC(/C=C/C=O)(NCc2cccnc2)c2oc3cc(O)cc(O)c3c(=O)c2O)ccoc1=O,0.24, 0.1968246340682537),7286,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1c(C)csc1SCc1cscn1,0.24, 0.4805020869029476),7293,TRUE
CC(/C=C/C=O)(NCc1cccc(Cl)c1-c1cccc(C#N)c1)c1oc2cc(O)cc(O)c2c(=O)c1O,0.24, 0.20119015968311774),7300,TRUE
CC(/C=C/C=O)NC(c1cc(B(O)O)cc([N+](=O)[O-])c1)c1ccc(Cl)cc1NC1CCCC1c1ccc2[nH]cnc2c1,0.24, 0.05698077999472216),7307,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2cccc(Nc3cccc(C[C@H](N)C(=O)c4nccs4)c3)c12,0.24, 0.10852468814391009),7314,TRUE
CCCC[C@@H](C=O)Nc1cc(CN(C2CCC2)[C@@H](C)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)ccc1Cl,0.24, 0.07724034673722512),7321,TRUE
CC[C@@H](C=O)Nc1ncc(CC(/C=C/C=O)NCc2cccc(C#N)c2)cc1-c1oc2cc(O)cc(O)c2c(=O)c1O,0.24, 0.12392651698935825),7328,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.45474966002437955),7335,TRUE
C[C@H](N)C(=O)C(=O)N[C@@H](CCCC(N)=O)C(=O)Nc1ccc(Cl)c(Oc2nc3ccccc3c3ccccc23)c1,0.24, 0.15934596388101452),7349,TRUE
CC(O)C(C)(Nc1cccc2c1c(OC(=O)C(=O)[C@H](C)N[C@H]1CO1)nc1ccccc12)c1ccc2cc[nH]c2c1,0.24, 0.09417544425384582),7356,TRUE
[H]N[C@@H](Cc1cccc(/C=C/C=O)c1)C(=O)C(=O)N1C[C@H]2[C@@H](C1)C2(C)C,0.24, 0.4828031260308269),7363,TRUE
N[C@@H](Cc1cc(/C=C/C(=O)Oc2nc3ccccc3c3cc(-c4ccc5[nH]ccc5c4)ccc23)ccc1O[Na])C(=O)C=O,0.24, 0.06003117118720937),7370,TRUE
CC(/C=C/C=O)N(Cc1csc(NCC(Oc2nc3ccccc3c3ccccc23)[C@H](N)C=O)n1)C1CCCC1,0.24, 0.13245075617286164),7377,TRUE
CC1(S(=O)(=O)Nc2cc(CC(N)/C=C/C=O)cc(O[C@H]3CO[C@H]4OCC(Sc5ccccc5)[C@H]43)c2)CC1,0.24, 0.3260949727490464),7384,TRUE
Cc1cc(O)cc(C[C@H]2COC(=O)C2(C)c2ccccc2)c1-c1cccc2cccc(C[C@H](N)C(=O)C=O)c12,0.24, 0.19540154854695269),7391,TRUE
[H]N[C@@H](C)C(=O)C(=O)N(c1ccc2c(O)cc([H])nc2c1C)[C@H](C(=O)C[C@@H](C)C=O)C(C)C,0.24, 0.463675752503449),7398,TRUE
CC[C@@H](C)[C@@H](C=O)NC(NC(/C=C/C=O)(Cc1c(SC)sc(CC2C(=O)OC[C@@H]2C)c1C)NC)[C@@H](O)[C@H](C)N,0.24, 0.060971694761855336),7412,TRUE
CC(C)CN[C@H](C(=O)C=O)C(Oc1nc2c(Nc3ccc(Cl)cc3)cccc2c2ccccc12)c1cc(-c2ccccc2)co1,0.24, 0.08070122028103512),7419,TRUE
NC1CNC(Oc2cc(O)c3c(=O)c(O)coc3c2)(Oc2nc3ccccc3c3ccccc23)CN1C1N[C@H]1C[C@H](N)C(=O)C=O,0.24, 0.04412083836816524),7426,TRUE
CC(C)[C@H](N)C(=O)C[C@H](C=O)CC1C(N)[C@H]2CCCC[C@@H]2CN1c1cc2c(C[C@H](N)C(=O)C=O)cccc2[nH]1,0.24, 0.2363741223754206),7433,TRUE
CC(N[C@@H](Cn1nnc2cccc(C[C@H](N)C(=O)c3nccs3)c21)C(=O)C=O)c1cc(O)c(O)c(O)c1,0.24, 0.08198626799640596),7440,TRUE
[H]N[C@@H](CC1C(=O)OC[C@@H]1[H])C(=O)C=O,0.24, 0.34588061532193143),7447,TRUE
CNc1sc(CC(N)(/C=C/C=O)C2CCCC2N2CCCC2Oc2nc3ccccc3c3ccccc23)nc1C,0.24, 0.15180214691637145),7454,TRUE
C#CC[C@@H](C=O)NC(C=O)Cc1c(N)ccc2c1c(OC(=O)C(=O)[C@@H](N)Cc1ccc3cc[nH]c3c1)nc1ccccc12,0.24, 0.04361180079810202),7461,TRUE
C[C@H](Nc1cc2c(cc1C(CC=O)c1ccc3[nH]ccc3c1)c(OC(C)(N)/C=C/C=O)nc1ccccc12)[C@@H](C)O,0.24, 0.0730861502503938),7468,TRUE
CC(N)/C=C/C(=O)N(C(=O)c1ccc(Cl)s1)[C@@H](C)C(=O)c1nc(N[C@@H](CCC(=O)O)C(=O)C(F)(F)F)cs1,0.24, 0.24533380776731448),7482,TRUE
C[C@H](CC(=O)N(C=O)C(=O)/C=C/C(C)(NCc1ccccc1)Oc1nc2ccccc2c2ccccc12)NC(=O)c1cc2ccccc2[nH]1,0.24, 0.06358137698431951),7489,TRUE
C[C@H](N)C(=O)C(=O)NS(=O)(=O)C1CC1n1nnc2cc(Oc3nc4ccccc4c4ccccc34)ccc21,0.24, 0.23812487429752166),7496,TRUE
Cc1cccc(C)c1CN(C)C(=O)/C=C/C(C)(N)c1cc(Oc2nc3ccccc3c3ccccc23)cc(O)c1C,0.24, 0.16677093054922884),7503,TRUE
C[C@H](NCC[C@H](N)C=O)C(=O)C(=O)Oc1nc2ccccc2c2cccc(N[C@H](C=O)CCC=O)c12,0.24, 0.13091385687740004),7510,TRUE
C[C@@H]1C[C@H]2CCCC[C@@H]2[C@@H](CNC(C)(/C=C/C=O)Oc2nc3c(N4CC[C@@H]5CCCC[C@@H]5C4)cccc3c3cc(C(F)(F)F)ccc23)O1,0.24, 0.11250065397045121),7524,TRUE
N[C@@H](Cc1cc(C[C@H](N)C(=O)C(=O)Oc2nc3ccccc3c3ccccc23)cc2cc(C=O)[nH]c12)C(=O)C=O,0.24, 0.10467100692896365),7531,TRUE
Cc1cc(O)ccc1N[C@@H](CCc1c(C(C)(N)/C=C/C=O)ccc(/C=C/C=O)c1N1CC[C@H]2CCCC[C@@H]2C1)C(=O)O,0.24, 0.15163148346802938),7538,TRUE
CCOC1CCCC1N(C(=O)c1[nH]c2ccccc2c1-c1cc(O)c2c(=O)ccoc2c1)C(C)(/C=C/C=O)NCC=O,0.24, 0.13740930967961737),7545,TRUE
N[C@@H](Cc1c(-c2ccccc2F)ccc(Cl)c1C[C@@H](N)CC=O)C(=O)C=O,0.24, 0.504531854993249),7552,TRUE
[H]N(Cc1nc2ccccc2n1C)[C@@H](C)C(=O)C(=O)Oc1nc2ccccc2c2cccc(C[C@H](N)CCC=O)c12,0.24, 0.1127400934557653),7559,TRUE
COc1c(Cc2ccc3c(c2)OCO3)cc(SC)c2c1c(OC(=O)C(=O)[C@H](C)N)nc1ccccc12,0.24, 0.17080870882798632),7566,TRUE
N[C@H](C(=O)C=O)C([C@H]1NCCNC1c1cc(O)c(O)c(O)c1)N(c1ccc([N+](=O)[O-])cc1)c1ccc(F)cc1Cl,0.24, 0.0723761269206425),7573,TRUE
N[C@@H](Cc1c(N2CCNCC2)oc2cccc(O)c2c1=O)C(=O)C=O,0.24, 0.4911437793306776),7580,TRUE
Cc1nc(-c2c(F)ccc(-c3ccc4c(OC(C)(N)/C=C/C=O)nc5cc([C@H]6CN6)ccc5c4c3)c2Cl)cs1,0.24, 0.0754664769727393),7587,TRUE
CC1CCN(c2ccnc(C(C)(N)C(C)(C)N(C(=O)C(=O)[C@H](C)NCc3ccc(Cl)cc3)C(=O)c3cccs3)c2)CC1,0.24, 0.2962328239949057),7594,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(N[C@@H](C)C(=O)C(F)(F)F)cc(Cc3ccccc3)cc2c2ccccc12,0.24, 0.19510176603775015),7608,TRUE
C[C@H](N[C@@H]1C[C@H]2CCCC(O[C@H]3CCOC3)[C@@H]2[C@@H](C)O1)C(=O)C(=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.2687349953852503),7622,TRUE
CCCc1c(N(C(=O)CCc2nc(S)[nH]c(=O)c2C#N)[C@H](C=O)CO)cc(O)c2c(=O)c(O)c(C(C)(N)/C=C/C=O)oc12,0.24, 0.07228985403252843),7629,TRUE
CCCc1c2c(OC(=O)C(=O)[C@H](C)N)nc3c(SC)cccc3c2ccc1,0.24, 0.30144472888036417),7636,TRUE
[H]N(c1cc(Cl)cc(Cl)c1)C1CO[C@@H]2OC[C@H](OC(=O)C(=O)[C@H](C)N)[C@H]12,0.24, 0.5830132994206115),7643,TRUE
Cc1c(O)cccc1C(C)(/C=C/C(=O)N[C@@H](CCC(N)=O)C(=O)C(F)(F)F)NC(C)Oc1nc2ccccc2c2ccccc12,0.24, 0.0981539500391036),7650,TRUE
CC1(C)[C@H]2C(c3cccs3)N[C@H](C(c3oc4cccc(O)c4c(=O)c3O)([C@H](N)C(=O)C=O)n3nnc4ccccc43)[C@H]21,0.24, 0.16426224558080413),7657,TRUE
CC[C@@H](C=O)Nc1cc(Nc2ccc(OC(C)(N)/C=C/C=O)cc2)cc(Oc2nc3ccccc3c3ccccc23)c1,0.24, 0.0639214903161602),7664,TRUE
CC(/C=C/C=O)(NC(C=O)CCC(=O)O)N(C(=O)[C@@H](N)CC(N)=O)S(=O)(=O)c1cccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)n1,0.24, 0.05878657621511398),7671,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2ccccc2c2cc(-c3cccnn3)cc(-c3cccc(Cl)c3Cl)c12,0.24, 0.18262823245312934),7678,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(Nc3ccc(-c4ccccc4)cc3)cccc2c2cc(-c3ccccc3N)ccc12,0.24, 0.08553125965632628),7685,TRUE
CC(=O)n1cc(Oc2nc3ccccc3c3ccccc23)c2cc(C3CC[C@@H]4CN[C@H](NC(C)/C=C/C=O)C[C@@H]4C3)ccc21,0.24, 0.11787297709944193),7692,TRUE
C[C@@H](C(=O)C=O)N(CC[C@@H](N)Cc1cscn1)Cc1ccc(Cl)cc1-c1cccnc1Nc1cc(Cl)cc(Cl)c1,0.24, 0.12544485665714242),7706,TRUE
CC(C)[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NC(C)(/C=C/C=O)Oc1nc2cccc(CC=O)c2c2ccccc12,0.24, 0.14861951107796245),7720,TRUE
C[C@H]1COC(=O)C1c1cc(C[C@H](N)C(=O)C=O)oc(=O)c1-c1ccc(O)cc1Cc1cc(=O)c2c(O)cc(O)cc2o1,0.24, 0.1351863956315654),7727,TRUE
CNc1c(O)c(CC(=O)c2ccco2)c2occ(C(C3CCCCC3N[C@@H](C=O)CO)[C@H](N)C(=O)C=O)c(=O)c2c1O,0.24, 0.07198796915211768),7734,TRUE
CC(N)(/C=C/C(=O)Oc1ccc(O)c(Oc2nc3ccccc3c3ccccc23)c1NS(=O)(=O)C1CC1)Oc1ccc(N2CCCC2)cc1,0.24, 0.04569370272310153),7741,TRUE
CC(C)CNC(C)(/C=C/C(=O)Oc1nc2ccccc2c2ccccc12)c1cc(-c2nc3ccccc3c3ccccc23)c(C(=O)CF)o1,0.24, 0.0682252779168327),7755,TRUE
C[C@H](NCc1cnccc1CCC(=O)Oc1cncc(Cl)c1)C(=O)C(=O)NC1CC1N([C@@H](C)C(=O)C=O)[C@@H]1CCCN1,0.24, 0.15319095332285337),7762,TRUE
C[C@@H](O)[C@H](N)C(=O)[C@@H](CC(C)(C)Oc1ccccc1)C(=O)NC(C)(/C=C/C=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.06873428705196308),7769,TRUE
Cc1csc(-c2cc(NC(=O)/C=C/C(N)Cc3cc4ccccc4s3)cc(C[C@H](N)CCC=O)c2C(=N)N)n1,0.24, 0.07401142806023868),7783,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(NC(=O)C[C@H](O)C=O)c(Oc3ccccc3)c(CC3CCOC3=O)cc2c2ccccc12,0.24, 0.09963955616427175),7790,TRUE
CC(N)(/C=C/C=O)OC(Oc1nc2ccccc2c2ccccc12)(c1oc2cccc(O)c2c(=O)c1O)[C@@H](N)C=O,0.24, 0.09050608791871115),7797,TRUE
CSc1cc(C)c(-c2ccc(Oc3nc4ccccc4c4ccccc34)cc2NC(=O)/C=C/C(C)(N)NC(C)C=O)s1,0.24, 0.051116749983513794),7804,TRUE
CC(=O)C(=O)C(NC1(Nc2cccc(Oc3nc4ccccc4c4ccccc34)n2)CCNC(=O)N1)[C@@H](C)O,0.24, 0.1252877662059042),7811,TRUE
CCCC1=C(O)OC(C(CCc2cc(O)ccc2C[C@H](N)C(=O)C=O)c2ccc(O)c(Cl)c2Cl)CC1=O,0.24, 0.2328891683051574),7818,TRUE
CCC(CNC(=O)C(N[C@@H](C)C=O)[C@H](N)C(=O)NC(C)/C=C/C=O)n1[nH]c(=O)c2ccccc2c1=O,0.24, 0.16919270091491265),7825,TRUE
CC(/C=C/C=O)NC(=O)c1cc(Oc2ccnc3c(CC4(N)CC4Oc4nc5ccccc5c5ccccc45)cccc23)c(Cl)s1,0.24, 0.09025815491999635),7832,TRUE
Cc1ccc(N2C[C@H]3CCC[C@H]3C2)c2c(C[C@@H](O)[C@H](NC(=O)/C=C/C(C)N)C(=O)O[C@H]3CO[C@H]4OCC[C@@H]34)ccnc12,0.24, 0.3026485341286898),7839,TRUE
CC(N)(/C=C/C=O)c1ccc([C@@H]2OC2Oc2nc3ccccc3c3ccccc23)cc1N(c1ccc2c(c1)OCO2)C1CCC1,0.24, 0.08211978848575564),7846,TRUE
CC(C)C[C@H](N)C(=O)N(C(=O)[C@H](C)C[C@H](O)[C@@H](N)C(C)C)[C@@H](C)C(=O)C(N)=O,0.24, 0.3395084696020836),7860,TRUE
CC(C)C[C@H](C(=O)[C@@H](N)[C@@H](C)O)C(=O)N(C(=O)c1sccc1Nc1ccc(N)cc1)C(C)(/C=C/C=O)N[C@@H](C)C=O,0.24, 0.06840485604169078),7867,TRUE
CC(=O)n1ccc2cc(-c3cc(N[C@@H]4C[C@H]4C(c4nc5ccccc5c5ccccc45)[C@H](N)C(=O)C=O)cc4nc(C)n(C)c34)ccc21,0.24, 0.11043450359200382),7874,TRUE
CC(NCc1ccc(Cl)cc1)(Oc1nc2ccccc2c2ccccc12)C(=O)C(N)=O,0.24, 0.26097945463326383),7881,TRUE
CC(N)(/C=C/C=O)c1ccc(Oc2nc3ccccc3c3ccccc23)c(CCCc2ccnc(S)n2)c1,0.24, 0.07722663016903378),7888,TRUE
CC(N)/C=C/C(=O)N[C@@H](CCCCN)C(=O)Oc1nc2ccccc2c2cc(C(=O)O)c(Nc3ccccc3Cl)cc12,0.24, 0.06666062619815968),7902,TRUE
Cc1nc(CC(N)(/C=C/C=O)Oc2ccccc2)sc1C1CCCC1N[C@H]1c2ccccc2C[C@H]1O,0.24, 0.2279773801681432),7909,TRUE
N[C@@H](Cc1cc(-c2ccc([N+](=O)[O-])cc2)cc(Cl)c1-c1cc(O)c2c(O)nc3ccccc3c2c1)C(=O)C=O,0.24, 0.08194397333049087),7916,TRUE
C[C@H](NC1(c2cccc(Cl)c2NC(=O)C(=O)[C@@H](N)Cc2c(F)cc(F)cc2F)CC1)C(=O)C(F)(F)F,0.24, 0.33357576350429535),7923,TRUE
Cc1cccc(C)c1C(c1ccc([SH](=O)=O)nc1)[C@H](N)C(=O)C(=O)Nc1cc(Cl)cc(Cl)c1,0.24, 0.33266881597305065),7930,TRUE
CC(N)(/C=C/C(=O)Oc1nc2ccc(N3CCCC3)cc2c2cc(OC(C)(C)C(N)=O)ccc12)NCC=O,0.24, 0.12069851673916887),7937,TRUE
[H]C(=O)C(=O)[C@@H](N)Cc1cc(Oc2nc3ccccc3c3ccccc23)ccc1N,0.24, 0.22788357667921355),7951,TRUE
C[C@H](N)C(=O)C(=O)NS(=O)(=O)C1(C)CC1Oc1cccc2[nH]c(C=O)cc12,0.24, 0.4509078032146597),7965,TRUE
C[C@H](N)C(=O)C(=O)N[C@H](C(=O)C(F)(F)F)C(CC(N)=O)Sc1ccccc1-c1ccc(O)c(Cl)c1Cl,0.24, 0.25457124218343824),7972,TRUE
CC[C@@H](C)[C@@H](C=O)NC(=O)/C=C/C(C)(N)c1cc(Nc2onc(C)c2[N+](=O)[O-])c(C[C@@H](C=O)C[C@@H](C)O)c(C(F)F)c1Cl,0.24, 0.08684699516134199),7979,TRUE
CC1(C)[C@H]2CN(C3CCC(C(c4cccc(N5CCNCC5)c4)[C@H](N)C(=O)C=O)CC3)C[C@H]21,0.24, 0.4887086930790173),7986,TRUE
CC(=O)N(C(C)(C)C)C(N)(/C=C/C(=O)O[Na])Cc1cc(CC(=O)[C@@H](N)CCC=O)c(/C=C(/C=O)Nc2csc(C)n2)o1,0.24, 0.11614489558173904),7993,TRUE
Cc1ccc(Oc2nc3ccccc3c3ccccc23)c(-c2c(O)ncs2)c1C[C@H](N)C(=O)C=O,0.24, 0.1910215338960011),8000,TRUE
Nc1ccc(Nc2ccc(-n3c(S)nnc3C[C@H](N)C(=O)C=O)c(N3CCC4CCCCC4C3)c2)cc1,0.24, 0.15379083755648532),8007,TRUE
CC(C)[C@H](N)[C@@H](O)C(c1oc2cc(O)cc(O)c2c(=O)c1O)[C@@H](C)C(=O)NC(C)(/C=C/C=O)Oc1nc2ccccc2c2ccccc12,0.24, 0.051078792178691566),8014,TRUE
C[C@H](N)C(=O)C(=O)Oc1nc2c(Oc3cccc(N4CCOCC4c4ccc(O)c(Cl)c4Cl)c3)cccc2c2ccccc12,0.24, 0.11616195666828659),8021,TRUE
CC(C)(C)OC(=O)/C=C/C(C[C@H]1NCCC1c1ccc(Cl)cc1)(NCc1cscn1)c1cc(F)c(F)cc1F,0.24, 0.1697064502535609),8028,TRUE
CC(N)(/C=C/C=O)Nc1ccc(Nc2ccc(-c3cc([N+](=O)[O-])ccc3CC(=O)[C@@H](N)CCC=O)cc2/C=C/C=O)cc1,0.24, 0.061536853665062424),8035,TRUE
CC[C@H](C)c1c(B(O)O)cc([N+](=O)[O-])cc1-c1ccc(C(C)(/C=C/C=O)NCc2ccccc2)c(Cl)c1Cl,0.24, 0.09447759696179771),8042,TRUE
[H]C1CNC(N2CCC(C)CC2[H])CN1C(=O)C(=O)[C@H](C)NCC(O)C(C)N,0.24, 0.41426059819188027),8056,TRUE
CC(/C=C/C=O)(NC(=O)c1nc2ccccc2[nH]1)c1cc(N2CCOCC2)ccc1N=Cc1ncoc1O,0.24, 0.18453625297201467),8063,TRUE
CC(CCN[C@@H](C)C(=O)C(=O)O[C@@H]1COC(Oc2nc3ccccc3c3ccccc23)(c2c(F)cc(F)cc2F)C1)Nc1ccc(N)cc1,0.24, 0.05987719280954401),8070,TRUE
C#CC[C@H](N)C(=O)NC(C)(/C=C/C=O)N[C@H](C(=O)Oc1cc(C)cc(Oc2nc3ccccc3c3ccccc23)c1)[C@H](C)CC,0.24, 0.03536529459726233),8084,TRUE
CC(C)CC(=O)N(C(=O)C(N)CC(N[C@H](C(=O)[C@H](C=O)CC(C)C)[C@@H](C)O)C(=O)O)[C@@H](C)CCN(Cc1cccc(C#N)c1)C(C)/C=C/C=O,0.24, 0.07387262649769737),8091,TRUE
C[C@H](NC1C(=O)OC[C@@H]1C)C(=O)C(=O)OC(NC[C@@H](O)[C@H](C)N)C(N)=O,0.24, 0.14776301069712922),8098,TRUE
[H]C(=O)C(=O)[C@H](C)N[C@@H]1C[C@H]2CCCC[C@@H]2CN1,0.24, 0.5631595038153203),8105,TRUE
