Num.,Cpd.,structure,Smilies,Ki,reference,
200,"N-([1,1'-biphenyl]-4-yl)-2-(1H-benzo[d][1,2,3]triazol-1-yl)-N-((1-methyl-1H-pyrrol-3-yl)methyl)acetamide",,O=C(CN1N=NC2=C1C=CC=C2)N(CC3=CN(C)C=C3)C4=CC=C(C5=CC=CC=C5)C=C4,IC50=0.051 ¦ÌM,"Turlington, M.; Chun, A.; Tomar, S.; Eggler, A.; Grum-Tokars,
V.; Jacobs, J.; Daniels, J. S.; Dawson, E.; Saldanha, A.; Chase, P.; Baez-
Santos, Y. M.; Lindsley, C. W.; Hodder, P.; Mesecar, A. D.; Stauffer, S.
R. Discovery of N-(benzo[1,2,3]triazol-1-yl)-N-(benzyl)acetamido)-
phenyl) carboxamides as severe acute respiratory syndrome
coronavirus (SARS-CoV) 3CLpro inhibitors: identification of
ML300 and noncovalent nanomolar inhibitors with an induced-fit
binding. Bioorg. Med. Chem. Lett. 2013, 23, 6172?6177.",
201,"(((1,4-phenylenebis(oxy))bis(carbonyl))bis(5-nitro-3,1-phenylene))diboronic acid",,O=C(OC1=CC=C(OC(C2=CC(B(O)O)=CC([N+]([O-])=O)=C2)=O)C=C1)C3=CC([N+]([O-])=O)=CC(B(O)O)=C3,4.5 ¦ÌM,"Bacha, U.; Barrila, J.; Velazquez-Campoy, A.; Leavitt, S. A.;
Freire, E. Identification of novel inhibitors of the SARS coronavirus
main protease 3CLpro. Biochemistry 2004, 43, 4906?4912.",
202,"((((1,2-phenylenebis(methylene))bis(oxy))bis(carbonyl))bis(5-nitro-3,1-phenylene))diboronic acid",,O=C(OCC1=C(COC(C2=CC(B(O)O)=CC([N+]([O-])=O)=C2)=O)C=CC=C1)C3=CC([N+]([O-])=O)=CC(B(O)O)=C3,6 ¦ÌM,"Bacha, U.; Barrila, J.; Velazquez-Campoy, A.; Leavitt, S. A.;
Freire, E. Identification of novel inhibitors of the SARS coronavirus
main protease 3CLpro. Biochemistry 2004, 43, 4906?4912.",
203,"(((1,4-phenylenebis(azanediyl))bis(carbonyl))bis(5-nitro-3,1-phenylene))diboronic acid",,O=C(NC1=CC=C(NC(C2=CC(B(O)O)=CC([N+]([O-])=O)=C2)=O)C=C1)C3=CC([N+]([O-])=O)=CC(B(O)O)=C3,0.04 ¦ÌM,"Bacha, U.; Barrila, J.; Velazquez-Campoy, A.; Leavitt, S. A.;
Freire, E. Identification of novel inhibitors of the SARS coronavirus
main protease 3CLpro. Biochemistry 2004, 43, 4906?4912.",
204,(Z)-N-(3-((3-(dimethylamino)propyl)amino)-1-(5-(3-nitrophenyl)furan-2-yl)-3-oxoprop-1-en-2-yl)-4-methylbenzamide,,O=C(NCCCN(C)C)/C(NC(C1=CC=C(C)C=C1)=O)=C/C(O2)=CC=C2C3=CC([N+]([O-])=O)=CC=C3,9.11 ¦ÌM,"Nguyen, T. T. H.; Ryu, H.-J.; Lee, S.-H.; Hwang, S. W.; Breton,
V.; Rhee, J. H.; Kim, D. Virtual screening identification of novel severe
acute respiratory syndrome 3C-like protease inhibitors and in vitro
confirmation. Bioorg. Med. Chem. Lett. 2011, 21, 3088?3091.",
205,"2-(2-((3R,4S,4aS,8aS)-3-((((S)-1-(1H-imidazol-4-yl)-3-oxopropan-2-yl)amino)methyl)-2-(4-bromobenzoyl)decahydroisoquinolin-4-yl)hydrazineyl)-N-((2R)-2-hydroxy-4,5-dioxohexan-3-yl)acetamide",,O=C[C@H](CC1=CNC=N1)NC[C@H]2N(C(C3=CC=C(Br)C=C3)=O)C[C@@]4([H])CCCC[C@]4([H])[C@@H]2NNCC(NC([C@@H](C)O)C(C(C)=O)=O)=O,IC50=26 ¦ÌM,"Ohnishi, K., Hattori, Y., Kobayashi, K., & Akaji, K. (2019). Evaluation of a non-prime site substituent and warheads combined with a decahydroisoquinolin scaffold as a SARS 3CL protease inhibitor. Bioorganic & medicinal chemistry, 27(2), 425-435.",
206,(R)-2-cinnamamido-3-(cyclohexylamino)-3-oxopropyl benzoate,,O=C(N[C@H](COC(C1=CC=CC=C1)=O)C(NC2CCCCC2)=O)/C=C/C3=CC=CC=C3,IC50=30 ¦ÌM,"Konno, H., Wakabayashi, M., Takanuma, D., Saito, Y., & Akaji, K. (2016). Design and synthesis of a series of serine derivatives as small molecule inhibitors of the SARS coronavirus 3CL protease. Bioorganic & medicinal chemistry, 24(6), 1241-1254.",
207,(E)-3-(4-chloro-2-fluorophenyl)-N-((S)-1-oxo-1-(((S)-1-oxo-3-((S)-2-oxopyrrolidin-3-yl)propan-2-yl)amino)-3-phenylpropan-2-yl)acrylamide,,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@H](C([H])=O)C[C@@H]2CCNC2=O)=O)/C=C/C3=C(F)C=C(Cl)C=C3,"EC50=0.6 ¦ÌM
IC50=0.2 ¦ÌM","Kumar, V., Shin, J. S., Shie, J. J., Ku, K. B., Kim, C., Go, Y. Y., ... & Liang, P. H. (2017). Identification and evaluation of potent Middle East respiratory syndrome coronavirus (MERS-CoV) 3CLPro inhibitors. Antiviral research, 141, 101-106.",
208,,,CN(C)CCCNC(=O)\C(=C\c1oc(cc1)c2ccccc2[N+](=O)[O-])\NC(=O)c3ccc(C)cc3,41390,CHEMBL1315054,
209,,,OC1=C(Oc2cc(OCc3cccc(Cl)c3)cc(O)c2C1=O)c4ccc5OCOc5c4,15400,CHEMBL560933,
210,,,OC1=C(Oc2cc(OCc3cccc(c3)C#N)cc(O)c2C1=O)c4ccc5OCOc5c4,8100,CHEMBL551529,
211,,,OC(=O)\C(=C\C(=O)c1cccc(OCc2ccc(Cl)cc2)c1)\O,13600,CHEMBL492771,
212,,,OC1=C(Oc2cc(OCc3cccc(c3)C#N)cc(O)c2C1=O)c4ccc5OCOc5c4,42900,CHEMBL551529,
213,,,COc1cc(\C=N\NC(=O)\C(=C/c2ccccc2)\NC(=O)c3ccccc3)cc(OC)c1O,77090,CHEMBL1774325,
214,,,CN(C)CCCNC(=O)\C(=C\c1oc(cc1)c2ccccc2[N+](=O)[O-])\NC(=O)c3ccc(C)cc3,9930,CHEMBL1315054,
215,,,OC(=O)\C(=C\C(=O)c1cccc(NCc2ccc(Cl)cc2)c1)\O,11000,CHEMBL522710,
216,,,O=C(CSc1ncnc2c1sc3nc(N4CCOCC4)c5CCCCc5c23)NCc6occc6,90720,CHEMBL1774326,
217,,,OC(=O)\C(=C\C(=O)c1cccc(NCc2ccccc2)c1)\O,5400,CHEMBL492571,
218,,,OC1=C(Oc2cc(OCc3ccc(Cl)cc3)cc(O)c2C1=O)c4ccc5OCOc5c4,9300,CHEMBL551334,
219,,,OC(=O)\C(=C\C(=O)c1cccc(OCc2ccc(Cl)cc2)c1)\O,24400,CHEMBL492771,
220,,,OC(=O)\C(=C\C(=O)c1ccccc1OCc2ccc(Cl)cc2)\O,28700,CHEMBL492772,
221,,,OC(=O)\C(=C\C(=O)c1ccc(OCc2ccccc2)cc1)\O,39900,CHEMBL492768,
222,,,OC1=C(Oc2cc(OCc3ccc(Cl)cc3)cc(O)c2C1=O)c4ccc(O)c(O)c4,20900,CHEMBL550256,
223,,,OC1=C(Oc2cc(OCc3ccc(Cl)cc3)cc(O)c2C1=O)c4ccc(O)c(O)c4,4100,CHEMBL550256,
224,,,OC(=O)\C(=C\C(=O)c1ccc(OCc2ccccc2)cc1)\O,41300,CHEMBL492768,
225,,,OC1=C(Oc2cc(OCc3cccc(c3)C#N)cc(O)c2C1=O)c4ccc(O)c(O)c4,25400,CHEMBL551131,
226,,,OC1=C(Oc2cc(OCc3cccc(c3)C#N)cc(O)c2C1=O)c4ccc(O)c(O)c4,2700,CHEMBL551131,
227,,,OC1=C(Oc2cc(OCc3cccc(Cl)c3)cc(O)c2C1=O)c4ccc(O)c(O)c4,5200,CHEMBL551130,
228,,,Nc1nc(CSc2nnc(c3cccc4ccccc34)n2c5ccccc5)cs1,58350,CHEMBL1774322,
229,,,COc1ccc(cc1)N2N=C(\C(=C\c3oc(cc3)c4ccccc4C(=O)O)\C2=O)c5ccccc5,30700,CHEMBL3809059,
230,,,OC(=O)c1cccc(c1)N2N=C(\C(=C\c3ccc(OCc4ccccc4)cc3)\C2=O)c5ccccc5,15700,CHEMBL3809926,
231,,,CC(C)(C)c1ccc(cc1)N2N=C(\C(=C\c3oc(cc3)c4cc(Cl)ccc4C(=O)O)\C2=O)c5ccccc5,5800,CHEMBL3808427,
232,,,OC(=O)c1cccc(c1)N2N=C(\C(=C\c3ccc(cc3)c4ccccc4)\C2=O)c5ccccc5,6700,CHEMBL3809053,
233,,,OC(=O)c1cccc(c1)N2N=C(\C(=C\c3oc(cc3)c4ccccc4)\C2=O)c5ccccc5,6400,CHEMBL3809861,
234,,,CC(C)(C)c1ccc(cc1)N2N=C(\C(=C\c3oc(cc3)c4ccccc4C(=O)O)\C2=O)c5ccccc5,8600,CHEMBL3809579,
235,,,OC(=O)c1ccc(Cl)cc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccc(F)cc5)cc2,20200,CHEMBL3808658,
236,,,OC(=O)c1ccccc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccc(cc5)C#N)cc2,18700,CHEMBL3809498,
237,,,OC(=O)c1ccc(Cl)cc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cc2,16400,CHEMBL3810328,
238,,,COc1cc(ccc1O)C2N(CCN(C)C)C(=O)C(=C2C(=O)c3ccc(OCC(C)C)cc3C)O,62790,CHEMBL1774323,
239,,,OC(=O)c1ccccc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccc(F)cc5)cc2,37500,CHEMBL3810325,
240,,,CC(C)c1ccc(cc1)N2N=C(\C(=C\c3oc(cc3)c4ccccc4C(=O)O)\C2=O)c5ccccc5,11700,CHEMBL3809506,
241,,,CN(C)CCCNC(=O)\C(=C\c1oc(cc1)c2cccc(c2)[N+](=O)[O-])\NC(=O)c3ccc(C)cc3,9110,CHEMBL1350514,
242,,,OC(=O)c1cccc(c1)N2N=C(\C(=C\c3oc(cc3)c4cc(Cl)ccc4C(=O)O)\C2=O)c5ccccc5,44700,CHEMBL3808795,
243,,,CC(C)c1ccc(cc1)N2N=C(\C(=C\c3oc(cc3)c4cc(Cl)ccc4C(=O)O)\C2=O)c5ccccc5,6000,CHEMBL3809329,
244,,,OC(=O)c1ccccc1c2oc(\C=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cc2,41200,CHEMBL3810361,
245,,,CN(C)CCCNC(=O)\C(=C\c1oc(cc1)c2cccc(c2)[N+](=O)[O-])\NC(=O)c3ccc(C)cc3,38570,CHEMBL1350514,
246,,,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,8100,CHEMBL50,
247,,,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,1.95 ± 0.24 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
248,,,O=C(N[C@@H](CCCC)C(N[C@@H](C[C@@H]1CCNC1=O)C(C(NCC2=CC=CC=C2)=O)=O)=O)/C=C/C3=CC=CC=C3,8.50 ± 3.71 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
249,,,O=C(N[C@@H](CC#C)C(N[C@@H](C[C@@H]1CCNC1=O)C(C(NCC2=CC=CC=C2)=O)=O)=O)/C=C/C3=CC=CC=C3,10.68 ± 7.34 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
250,,,O=C(N[C@@H](C1CC1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,6.27 ± 2.87 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
251,,,O=C(N[C@@H](CC1CCCCC1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,0.71 ± 0.36 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
252,,,O=C(N[C@@H](CC1CC1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,0.24 ± 0.08 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
253,,,O=C(N[C@@H](CC1CCC1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,1.44 ± 0.40 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
254,,,O=C(N[C@@H](CC1CCCC1)C(N[C@@H](C[C@@H]2CCNC2=O)C(C(NCC3=CC=CC=C3)=O)=O)=O)/C=C/C4=CC=CC=C4,1.27 ± 0.34 ?M,DOI: 10.1021/acs.jmedchem.9b01828,
255,,,O=C(N[C@@H](CC(C)C)C(N[C@@H](C[C@@H]1CCNC1=O)C(C(NCC2=CC=CC=C2)=O)=O)=O)/C=C/C3=CC=CC=C3,0.33 ± 0.04 ??,DOI: 10.1021/acs.jmedchem.9b01828,
256,,,N=C(N)C1=CC=C(NCC2=NC3=C(C=CC(C(N(CCC(O)=O)C4=NC=CC=C4)=O)=C3)N2C)C=C1,thrombin and Factor Xa,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
257,,,O=C1N(C2=CC=C(N3C[C@H](CNC(C4=CC=C(Cl)S4)=O)OC3=O)C=C2)CCOC1,thrombin and Factor Xa,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
258,,,OC([C@H](CCC1=CC=CC=C1)N[C@@H](CCCCN)C(N2CCC[C@H]2C(O)=O)=O)=O,ACE,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
259,,,FC1=CC(C[C@@H](N)CC(N2CC3=NN=C(C(F)(F)F)N3CC2)=O)=C(F)C=C1F,DPP-4,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
260,,,O=C(N[C@@H](CC1=CC=CC=C1)C(N[C@@H](CC(C)C)B(O)O)=O)C2=NC=CN=C2,proteasome,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
261,,,O[C@H](CN1[C@H](C(NC(C)(C)C)=O)CC(CCCC2)C2C1)[C@@H](NC([C@@H](NC(C3=CC=C(C=CC=C4)C4=N3)=O)CC(N)=O)=O)CC5=CC=CC=C5,"FDA-approved HIV protease inhibitors:
Saquinavir 5-25 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
262,,,CC(C)(NC([C@@H]1CN(CCN1C[C@H](C[C@H](C(N[C@@H]2[C@@H](CC3=CC=CC=C23)O)=O)CC4=CC=CC=C4)O)CC5=CN=CC=C5)=O)C,"FDA-approved HIV protease inhibitors:
Indinavir 5-30 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
263,,,CC(C)[C@@H](C(N[C@@H](CC1=CC=CC=C1)C[C@H](O)[C@H](CC2=CC=CC=C2)NC(OCC3=CN=CS3)=O)=O)NC(N(C)CC4=CSC(C(C)C)=N4)=O,"FDA-approved HIV protease inhibitors:
Ritonavir 40-100 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
264,,,[H][C@@]12CCCC[C@@]1(CN([C@H](C(NC(C)(C)C)=O)C2)C[C@H]([C@@H](NC(C3=C(C(O)=CC=C3)C)=O)CSC4=CC=CC=C4)O)[H],"FDA-approved HIV protease inhibitors:
Nelfinavir 3-40 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
265,,,CC(CN(S(=O)(C1=CC=C(C=C1)N)=O)C[C@H]([C@@H](NC(O[C@H]2CCOC2)=O)CC3=CC=CC=C3)O)C,"FDA-approved HIV protease inhibitors:
Amprenavir 15-60 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
266,,,CC(CN(S(=O)(C1=CC=C(C=C1)N)=O)C[C@H]([C@@H](NC(O[C@H]2CCOC2)=O)CC3=CC=CC=C3)OP(O)(O)=O)C,"FDA-approved HIV protease inhibitors:
Fosamprenavir","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
267,,,CC([C@@H](C(N[C@@H](CC1=CC=CC=C1)C[C@@H]([C@@H](NC(COC2=C(C=CC=C2C)C)=O)CC3=CC=CC=C3)O)=O)N4CCCNC4=O)C,"FDA-approved HIV protease inhibitors:
lopinavir,4-11nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
268,,,[H][C@@]12CCO[C@@]1(OC[C@@H]2OC(N[C@H]([C@@H](CN(S(=O)(C3=CC=C(C=C3)N)=O)CC(C)C)O)CC4=CC=CC=C4)=O)[H],"FDA-approved HIV protease inhibitors:
Darunavir,1-10nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
269,,,O=S(C1=NC=C(C(F)(F)F)C=C1)(NC2=CC=CC([C@@H](CC)C3=C(O)O[C@](CCC)(CCC4=CC=CC=C4)CC3=O)=C2)=O,"FDA-approved HIV protease inhibitors:
Tipranavir,30-70 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
270,,,CC(N[C@@H](C(C)(C)C)C(NC(CC1=CC=CC=C1)[C@H](O)CN(CC2=CC=C(C3=NC=CC=C3)C=C2)NC([C@H](C(C)(C)C)NC(OC)=O)=O)=O)=O,"FDA-approved HIV protease inhibitors:
Atazanavir,2-5 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
271,,,[H][C@@]12CCC[C@@]1([C@@H](C(N[C@H](C(C(NC3CC3)=O)=O)CCC)=O)N(C([C@H](C(C)(C)C)NC([C@H](C4CCCCC4)NC(C5=NC=CN=C5)=O)=O)=O)C2)[H],"FDA-approved HCV protease inhibitors:Telaprevir,300 Nm","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
272,,,[H][C@]12CN(C([C@H](C(C)(C)C)NC(NC(C)(C)C)=O)=O)[C@@H]([C@]1(C2(C)C)[H])C(NC(C(C(N)=O)=O)CC3CCC3)=O,FDA-approved HCV protease inhibitors:Boceprevir?200-400 nM,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
273,,,[H][C@]12C[C@@]1(C(NS(=O)(C3CC3)=O)=O)NC([C@@]4(CC(OC5=CC(C6=NC(C(C)C)=CS6)=NC7=C(C(OC)=CC=C57)C)C[C@]4(C(N(CCCC/C=C\2)C)=O)[H])[H])=O,FDA-approved HCV protease inhibitors:Simeprevir:5-15 nM,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
274,,,[H][C@@]12C[C@@]1([H])OC(N[C@](C(C)(C)C)([H])C(N3C[C@@](OC4=C(CCCCC2)N=C5C=CC(OC)=CC5=N4)([H])C[C@@]3([H])C(N[C@@]6(C[C@@]6([H])C=C)C(NS(=O)(C7CC7)=O)=O)=O)=O)=O,"FDA-approved HCV protease inhibitors:Grazoprevir,0.3-5 nM","Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
275,,,[H][C@]12C[C@@]1(C(NS(=O)(C3CC3)=O)=O)NC([C@@]4(C[C@@H](OC5=NC6=CC=CC=C6C7=CC=CC=C57)CN4C([C@@H](NC(C8=NC=C(N=C8)C)=O)CCCCC/C=C\2)=O)[H])=O,FDA-approved HCV protease inhibitors:Paritaprevir:0.2-2 nM,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
276,,,O=C([C@H]1N2C([C@H](C(C)(C)C)NC(O[C@]3([H])C[C@@]3([H])CCCCC(F)(F)C4=NC5=C(C=C(OC)C=C5)N=C4O[C@](C2)([H])[C@H]1CC)=O)=O)N[C@@]6(C(NS(=O)(C7(C)CC7)=O)=O)[C@H](C(F)F)C6,FDA-approved HCV protease inhibitors:Voxilaprevir:0.002-6 nM,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
277,,,O=C([C@H]1N2C([C@H](C(C)(C)C)NC(O[C@]3([H])CCC[C@@]3([H])OC/C=C/C(F)(F)C4=NC5=CC=CC=C5N=C4O[C@](C2)([H])C1)=O)=O)N[C@@]6(C(NS(=O)(C7(C)CC7)=O)=O)[C@H](C(F)F)C6,FDA-approved HCV protease inhibitors:Glecaprevir:0.08-5 nM,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
278,,,O=C1[C@H](C[C@H](NC([C@@H](NC(OCC2=CC=CC(Cl)=C2)=O)CC3CCCCC3)=O)C([H])=O)CCN1,ED50=20 nM,"J. Med. Chem. 2015, 58, 3144–3155",
279,,,O=C1[C@H](C[C@H](NC([C@@H](NC(OCC2=CC=CC=C2)=O)CC3CCCCC3)=O)C([H])=O)CCN1,EC50=0.06 ?M,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
280,,,O=C1[C@H](C[C@H](NC([C@@H](NC(OCC2=CC=CC=C2)=O)CC(C)C)=O)C([H])=O)CCN1,EC50=2 ?M,"Chang, Kyeong-Ok, et al. ""Antiviral drug discovery: norovirus proteases and development of inhibitors."" Viruses 11.2 (2019): 197.",
